Day,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),State,Precip.(inch),Snow(inch),Snowdepth(inch)
5 nov,69.3,45.4,0.75,50.24,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 nov,69,45.1,0.91,50.35,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 nov,68.7,44.8,1.06,50.51,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 nov,68.3,44.6,1.22,50.67,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 nov,68,44.3,1.38,50.83,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 nov,67.7,44,1.54,50.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 nov,67.3,43.8,1.69,51.14,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 nov,67,43.5,1.85,51.34,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 nov,66.6,43.2,2.05,51.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 nov,66.3,43,2.2,51.65,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 nov,65.9,42.7,2.36,51.85,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 nov,65.5,42.4,2.56,52.01,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 nov,65.2,42.2,2.76,52.2,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 nov,64.8,41.9,2.91,52.4,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 nov,64.4,41.7,3.11,52.6,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 nov,64,41.4,3.31,52.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 nov,63.7,41.1,3.5,52.95,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 nov,63.3,40.9,3.7,53.15,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 nov,62.9,40.6,3.86,53.35,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 nov,62.5,40.4,4.06,53.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 nov,62.1,40.1,4.21,53.7,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 nov,61.7,39.8,4.41,53.86,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 nov,61.4,39.6,4.61,54.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 nov,61,39.3,4.76,54.25,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 nov,60.6,39.1,4.96,54.45,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 nov,60.2,38.8,5.16,54.65,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 dec,59.8,38.6,0.2,54.8,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 dec,59.5,38.3,0.35,55,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 dec,59.1,38.1,0.55,55.2,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 dec,58.8,37.9,0.75,55.39,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 dec,58.4,37.6,0.94,55.55,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 dec,58.1,37.4,1.1,55.75,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 dec,57.7,37.2,1.3,55.91,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 dec,57.4,36.9,1.46,56.1,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 dec,57.1,36.7,1.65,56.26,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 dec,56.7,36.5,1.81,56.46,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 dec,56.4,36.3,2.01,56.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 dec,56.1,36,2.17,56.81,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 dec,55.9,35.8,2.32,56.97,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 dec,55.6,35.6,2.52,57.13,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 dec,55.3,35.4,2.68,57.32,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 dec,55.1,35.2,2.83,57.48,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 dec,54.8,35,2.99,57.64,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 dec,54.6,34.8,3.15,57.8,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 dec,54.4,34.7,3.31,57.95,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 dec,54.2,34.5,3.46,58.07,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 dec,54,34.3,3.58,58.23,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 dec,53.8,34.1,3.78,58.39,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 dec,53.6,34,3.94,58.54,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 dec,53.5,33.8,4.09,58.7,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 dec,53.3,33.6,4.25,58.9,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 dec,53.2,33.5,4.41,59.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 dec,53.1,33.3,4.57,59.21,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 dec,53,33.2,4.72,59.37,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 dec,52.9,33.1,4.88,59.53,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 dec,52.8,32.9,5.04,59.69,0,0.2,Climate Addison - Alabama,NA,NA,NA
31 dec,52.7,32.8,5.2,59.84,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 jan,52.4,30.2,0.16,0.16,0,0,Climate Addison - Alabama,NA,NA,NA
2 jan,52.3,30.2,0.31,0.31,0,0,Climate Addison - Alabama,NA,NA,NA
3 jan,52.3,30.1,0.43,0.43,0,0,Climate Addison - Alabama,NA,NA,NA
4 jan,52.2,30.1,0.59,0.59,0,0,Climate Addison - Alabama,NA,NA,NA
5 jan,52.2,30,0.79,0.79,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
6 jan,52.2,30,0.94,0.94,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
7 jan,52.1,30,1.06,1.06,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
8 jan,52.1,29.9,1.22,1.22,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
9 jan,52.1,29.9,1.42,1.42,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
10 jan,52.1,29.9,1.57,1.57,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
11 jan,52.1,29.9,1.73,1.73,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
12 jan,52.1,29.9,1.89,1.89,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
13 jan,52.1,29.9,2.09,2.09,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
14 jan,52.2,29.9,2.24,2.24,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
15 jan,52.2,29.9,2.4,2.4,0.31,0.31,Climate Addison - Alabama,NA,NA,NA
16 jan,52.2,29.9,2.6,2.6,0.31,0.31,Climate Addison - Alabama,NA,NA,NA
17 jan,52.3,29.9,2.76,2.76,0.31,0.31,Climate Addison - Alabama,NA,NA,NA
18 jan,52.3,30,2.95,2.95,0.31,0.31,Climate Addison - Alabama,NA,NA,NA
19 jan,52.4,30,3.11,3.11,0.39,0.39,Climate Addison - Alabama,NA,NA,NA
20 jan,52.5,30,3.31,3.31,0.39,0.39,Climate Addison - Alabama,NA,NA,NA
21 jan,52.5,30,3.5,3.5,0.39,0.39,Climate Addison - Alabama,NA,NA,NA
22 jan,52.6,30.1,3.7,3.7,0.39,0.39,Climate Addison - Alabama,NA,NA,NA
23 jan,52.7,30.1,3.9,3.9,0.39,0.39,Climate Addison - Alabama,NA,NA,NA
24 jan,52.8,30.2,4.06,4.06,0.51,0.51,Climate Addison - Alabama,NA,NA,NA
25 jan,52.9,30.2,4.21,4.21,0.51,0.51,Climate Addison - Alabama,NA,NA,NA
26 jan,53,30.3,4.41,4.41,0.51,0.51,Climate Addison - Alabama,NA,NA,NA
27 jan,53.1,30.4,4.57,4.57,0.51,0.51,Climate Addison - Alabama,NA,NA,NA
28 jan,53.2,30.4,4.76,4.76,0.51,0.51,Climate Addison - Alabama,NA,NA,NA
29 jan,53.3,30.5,4.92,4.92,0.59,0.59,Climate Addison - Alabama,NA,NA,NA
30 jan,53.5,30.6,5.12,5.12,0.59,0.59,Climate Addison - Alabama,NA,NA,NA
31 jan,53.6,30.7,5.28,5.28,0.59,0.59,Climate Addison - Alabama,NA,NA,NA
1 mar,61.1,36.1,0.2,10.98,0,0.91,Climate Addison - Alabama,NA,NA,NA
2 mar,61.4,36.4,0.35,11.14,0,0.91,Climate Addison - Alabama,NA,NA,NA
3 mar,61.8,36.6,0.51,11.3,0.12,0.98,Climate Addison - Alabama,NA,NA,NA
4 mar,62.1,36.9,0.67,11.46,0.12,0.98,Climate Addison - Alabama,NA,NA,NA
5 mar,62.4,37.1,0.83,11.61,0.12,0.98,Climate Addison - Alabama,NA,NA,NA
6 mar,62.7,37.4,0.98,11.77,0.12,0.98,Climate Addison - Alabama,NA,NA,NA
7 mar,63.1,37.6,1.14,11.97,0.2,1.1,Climate Addison - Alabama,NA,NA,NA
8 mar,63.4,37.9,1.34,12.13,0.2,1.1,Climate Addison - Alabama,NA,NA,NA
9 mar,63.7,38.1,1.5,12.28,0.2,1.1,Climate Addison - Alabama,NA,NA,NA
10 mar,64,38.4,1.65,12.44,0.2,1.1,Climate Addison - Alabama,NA,NA,NA
11 mar,64.3,38.6,1.81,12.6,0.31,1.18,Climate Addison - Alabama,NA,NA,NA
12 mar,64.6,38.9,1.97,12.76,0.31,1.18,Climate Addison - Alabama,NA,NA,NA
13 mar,64.9,39.1,2.13,12.91,0.31,1.18,Climate Addison - Alabama,NA,NA,NA
14 mar,65.2,39.4,2.28,13.07,0.39,1.3,Climate Addison - Alabama,NA,NA,NA
15 mar,65.5,39.6,2.44,13.23,0.39,1.3,Climate Addison - Alabama,NA,NA,NA
16 mar,65.8,39.9,2.6,13.39,0.39,1.3,Climate Addison - Alabama,NA,NA,NA
17 mar,66,40.1,2.76,13.54,0.39,1.3,Climate Addison - Alabama,NA,NA,NA
18 mar,66.3,40.3,2.91,13.7,0.51,1.42,Climate Addison - Alabama,NA,NA,NA
19 mar,66.6,40.6,3.11,13.9,0.51,1.42,Climate Addison - Alabama,NA,NA,NA
20 mar,66.9,40.8,3.27,14.06,0.51,1.42,Climate Addison - Alabama,NA,NA,NA
21 mar,67.1,41,3.43,14.21,0.51,1.42,Climate Addison - Alabama,NA,NA,NA
22 mar,67.4,41.3,3.58,14.37,0.59,1.5,Climate Addison - Alabama,NA,NA,NA
23 mar,67.6,41.5,3.74,14.53,0.59,1.5,Climate Addison - Alabama,NA,NA,NA
24 mar,67.9,41.7,3.9,14.69,0.59,1.5,Climate Addison - Alabama,NA,NA,NA
25 mar,68.1,41.9,4.02,14.8,0.59,1.5,Climate Addison - Alabama,NA,NA,NA
26 mar,68.4,42.2,4.17,14.96,0.71,1.61,Climate Addison - Alabama,NA,NA,NA
27 mar,68.6,42.4,4.33,15.16,0.71,1.61,Climate Addison - Alabama,NA,NA,NA
28 mar,68.8,42.6,4.49,15.28,0.71,1.61,Climate Addison - Alabama,NA,NA,NA
29 mar,69.1,42.9,4.65,15.43,0.71,1.61,Climate Addison - Alabama,NA,NA,NA
30 mar,69.3,43.1,4.84,15.63,0.71,1.61,Climate Addison - Alabama,NA,NA,NA
31 mar,69.5,43.3,4.96,15.79,0.71,1.61,Climate Addison - Alabama,NA,NA,NA
1 apr,69.8,43.5,0.16,15.94,0,1.61,Climate Addison - Alabama,NA,NA,NA
2 apr,70,43.8,0.31,16.06,0,1.61,Climate Addison - Alabama,NA,NA,NA
3 apr,70.2,44,0.47,16.22,0,1.61,Climate Addison - Alabama,NA,NA,NA
4 apr,70.5,44.2,0.63,16.38,0,1.61,Climate Addison - Alabama,NA,NA,NA
5 apr,70.7,44.5,0.79,16.54,0,1.61,Climate Addison - Alabama,NA,NA,NA
6 apr,70.9,44.7,0.94,16.69,0,1.61,Climate Addison - Alabama,NA,NA,NA
7 apr,71.1,44.9,1.06,16.85,0,1.61,Climate Addison - Alabama,NA,NA,NA
8 apr,71.4,45.2,1.22,17.01,0,1.61,Climate Addison - Alabama,NA,NA,NA
9 apr,71.6,45.4,1.38,17.17,0,1.61,Climate Addison - Alabama,NA,NA,NA
10 apr,71.8,45.7,1.54,17.32,0,1.61,Climate Addison - Alabama,NA,NA,NA
11 apr,72.1,45.9,1.69,17.48,0,1.61,Climate Addison - Alabama,NA,NA,NA
12 apr,72.3,46.2,1.85,17.64,0,1.61,Climate Addison - Alabama,NA,NA,NA
13 apr,72.5,46.4,2.01,17.76,0,1.61,Climate Addison - Alabama,NA,NA,NA
14 apr,72.8,46.7,2.13,17.91,0,1.61,Climate Addison - Alabama,NA,NA,NA
15 apr,73,47,2.28,18.03,0,1.61,Climate Addison - Alabama,NA,NA,NA
16 apr,73.2,47.2,2.4,18.19,0,1.61,Climate Addison - Alabama,NA,NA,NA
17 apr,73.5,47.5,2.56,18.31,0,1.61,Climate Addison - Alabama,NA,NA,NA
18 apr,73.7,47.8,2.68,18.43,0,1.61,Climate Addison - Alabama,NA,NA,NA
19 apr,74,48,2.8,18.58,0,1.61,Climate Addison - Alabama,NA,NA,NA
20 apr,74.2,48.3,2.95,18.7,0,1.61,Climate Addison - Alabama,NA,NA,NA
21 apr,74.5,48.6,3.07,18.86,0,1.61,Climate Addison - Alabama,NA,NA,NA
22 apr,74.7,48.9,3.23,18.98,0,1.61,Climate Addison - Alabama,NA,NA,NA
23 apr,75,49.2,3.35,19.13,0,1.61,Climate Addison - Alabama,NA,NA,NA
24 apr,75.3,49.5,3.5,19.25,0,1.61,Climate Addison - Alabama,NA,NA,NA
25 apr,75.5,49.7,3.62,19.41,0,1.61,Climate Addison - Alabama,NA,NA,NA
26 apr,75.8,50,3.78,19.57,0,1.61,Climate Addison - Alabama,NA,NA,NA
27 apr,76.1,50.3,3.94,19.69,0,1.61,Climate Addison - Alabama,NA,NA,NA
28 apr,76.3,50.6,4.09,19.84,0,1.61,Climate Addison - Alabama,NA,NA,NA
29 apr,76.6,50.9,4.21,20,0,1.61,Climate Addison - Alabama,NA,NA,NA
30 apr,76.9,51.2,4.37,20.12,0,1.61,Climate Addison - Alabama,NA,NA,NA
1 may,77.1,51.5,0.16,20.28,0,1.61,Climate Addison - Alabama,NA,NA,NA
2 may,77.4,51.8,0.31,20.43,0,1.61,Climate Addison - Alabama,NA,NA,NA
3 may,77.7,52.1,0.47,20.59,0,1.61,Climate Addison - Alabama,NA,NA,NA
4 may,78,52.4,0.59,20.75,0,1.61,Climate Addison - Alabama,NA,NA,NA
5 may,78.2,52.7,0.79,20.91,0,1.61,Climate Addison - Alabama,NA,NA,NA
6 may,78.5,53,0.91,21.06,0,1.61,Climate Addison - Alabama,NA,NA,NA
7 may,78.8,53.3,1.06,21.18,0,1.61,Climate Addison - Alabama,NA,NA,NA
8 may,79,53.6,1.22,21.38,0,1.61,Climate Addison - Alabama,NA,NA,NA
9 may,79.3,53.9,1.38,21.5,0,1.61,Climate Addison - Alabama,NA,NA,NA
10 may,79.6,54.2,1.54,21.65,0,1.61,Climate Addison - Alabama,NA,NA,NA
11 may,79.8,54.5,1.69,21.81,0,1.61,Climate Addison - Alabama,NA,NA,NA
12 may,80.1,54.8,1.85,21.97,0,1.61,Climate Addison - Alabama,NA,NA,NA
13 may,80.3,55.1,2.01,22.13,0,1.61,Climate Addison - Alabama,NA,NA,NA
14 may,80.6,55.4,2.13,22.28,0,1.61,Climate Addison - Alabama,NA,NA,NA
15 may,80.9,55.7,2.28,22.44,0,1.61,Climate Addison - Alabama,NA,NA,NA
16 may,81.1,56,2.48,22.6,0,1.61,Climate Addison - Alabama,NA,NA,NA
17 may,81.4,56.3,2.64,22.76,0,1.61,Climate Addison - Alabama,NA,NA,NA
18 may,81.6,56.6,2.8,22.91,0,1.61,Climate Addison - Alabama,NA,NA,NA
19 may,81.8,56.9,2.91,23.07,0,1.61,Climate Addison - Alabama,NA,NA,NA
20 may,82.1,57.2,3.07,23.23,0,1.61,Climate Addison - Alabama,NA,NA,NA
21 may,82.3,57.5,3.23,23.39,0,1.61,Climate Addison - Alabama,NA,NA,NA
22 may,82.6,57.8,3.39,23.5,0,1.61,Climate Addison - Alabama,NA,NA,NA
23 may,82.8,58.1,3.54,23.66,0,1.61,Climate Addison - Alabama,NA,NA,NA
24 may,83,58.4,3.66,23.82,0,1.61,Climate Addison - Alabama,NA,NA,NA
25 may,83.2,58.7,3.82,23.94,0,1.61,Climate Addison - Alabama,NA,NA,NA
26 may,83.5,59,3.98,24.09,0,1.61,Climate Addison - Alabama,NA,NA,NA
27 may,83.7,59.3,4.13,24.25,0,1.61,Climate Addison - Alabama,NA,NA,NA
28 may,83.9,59.5,4.25,24.41,0,1.61,Climate Addison - Alabama,NA,NA,NA
29 may,84.1,59.8,4.41,24.57,0,1.61,Climate Addison - Alabama,NA,NA,NA
30 may,84.3,60.1,4.57,24.72,0,1.61,Climate Addison - Alabama,NA,NA,NA
31 may,84.5,60.4,4.72,24.84,0,1.61,Climate Addison - Alabama,NA,NA,NA
1 jun,84.7,60.7,0.12,25,0,1.61,Climate Addison - Alabama,NA,NA,NA
2 jun,84.9,61,0.28,25.12,0,1.61,Climate Addison - Alabama,NA,NA,NA
3 jun,85.1,61.2,0.39,25.24,0,1.61,Climate Addison - Alabama,NA,NA,NA
4 jun,85.3,61.5,0.51,25.35,0,1.61,Climate Addison - Alabama,NA,NA,NA
5 jun,85.5,61.8,0.63,25.51,0,1.61,Climate Addison - Alabama,NA,NA,NA
6 jun,85.7,62.1,0.79,25.63,0,1.61,Climate Addison - Alabama,NA,NA,NA
7 jun,85.9,62.3,0.91,25.75,0,1.61,Climate Addison - Alabama,NA,NA,NA
8 jun,86,62.6,1.02,25.91,0,1.61,Climate Addison - Alabama,NA,NA,NA
9 jun,86.2,62.9,1.18,26.06,0,1.61,Climate Addison - Alabama,NA,NA,NA
10 jun,86.4,63.1,1.34,26.18,0,1.61,Climate Addison - Alabama,NA,NA,NA
11 jun,86.6,63.4,1.5,26.34,0,1.61,Climate Addison - Alabama,NA,NA,NA
12 jun,86.7,63.6,1.61,26.5,0,1.61,Climate Addison - Alabama,NA,NA,NA
13 jun,86.9,63.9,1.77,26.65,0,1.61,Climate Addison - Alabama,NA,NA,NA
14 jun,87.1,64.1,1.93,26.81,0,1.61,Climate Addison - Alabama,NA,NA,NA
15 jun,87.2,64.4,2.09,26.97,0,1.61,Climate Addison - Alabama,NA,NA,NA
16 jun,87.4,64.6,2.24,27.13,0,1.61,Climate Addison - Alabama,NA,NA,NA
17 jun,87.6,64.8,2.4,27.28,0,1.61,Climate Addison - Alabama,NA,NA,NA
18 jun,87.7,65.1,2.56,27.44,0,1.61,Climate Addison - Alabama,NA,NA,NA
19 jun,87.9,65.3,2.72,27.6,0,1.61,Climate Addison - Alabama,NA,NA,NA
20 jun,88,65.5,2.91,27.76,0,1.61,Climate Addison - Alabama,NA,NA,NA
21 jun,88.1,65.7,3.07,27.95,0,1.61,Climate Addison - Alabama,NA,NA,NA
22 jun,88.3,65.9,3.27,28.11,0,1.61,Climate Addison - Alabama,NA,NA,NA
23 jun,88.4,66.1,3.43,28.31,0,1.61,Climate Addison - Alabama,NA,NA,NA
24 jun,88.5,66.3,3.62,28.46,0,1.61,Climate Addison - Alabama,NA,NA,NA
25 jun,88.7,66.5,3.78,28.62,0,1.61,Climate Addison - Alabama,NA,NA,NA
26 jun,88.8,66.6,3.98,28.82,0,1.61,Climate Addison - Alabama,NA,NA,NA
27 jun,88.9,66.8,4.13,28.98,0,1.61,Climate Addison - Alabama,NA,NA,NA
28 jun,89,67,4.29,29.17,0,1.61,Climate Addison - Alabama,NA,NA,NA
29 jun,89.1,67.1,4.49,29.33,0,1.61,Climate Addison - Alabama,NA,NA,NA
30 jun,89.3,67.2,4.69,29.53,0,1.61,Climate Addison - Alabama,NA,NA,NA
1 jul,89.4,67.4,0.2,29.72,0,1.61,Climate Addison - Alabama,NA,NA,NA
2 jul,89.5,67.5,0.43,29.96,0,1.61,Climate Addison - Alabama,NA,NA,NA
3 jul,89.6,67.6,0.63,30.16,0,1.61,Climate Addison - Alabama,NA,NA,NA
4 jul,89.7,67.7,0.83,30.35,0,1.61,Climate Addison - Alabama,NA,NA,NA
5 jul,89.7,67.8,1.02,30.55,0,1.61,Climate Addison - Alabama,NA,NA,NA
6 jul,89.8,67.9,1.22,30.79,0,1.61,Climate Addison - Alabama,NA,NA,NA
7 jul,89.9,68,1.42,30.94,0,1.61,Climate Addison - Alabama,NA,NA,NA
8 jul,90,68.1,1.61,31.14,0,1.61,Climate Addison - Alabama,NA,NA,NA
9 jul,90,68.2,1.81,31.34,0,1.61,Climate Addison - Alabama,NA,NA,NA
10 jul,90.1,68.2,1.97,31.5,0,1.61,Climate Addison - Alabama,NA,NA,NA
11 jul,90.2,68.3,2.17,31.69,0,1.61,Climate Addison - Alabama,NA,NA,NA
12 jul,90.2,68.3,2.36,31.89,0,1.61,Climate Addison - Alabama,NA,NA,NA
13 jul,90.3,68.4,2.52,32.05,0,1.61,Climate Addison - Alabama,NA,NA,NA
14 jul,90.3,68.4,2.72,32.24,0,1.61,Climate Addison - Alabama,NA,NA,NA
15 jul,90.4,68.5,2.91,32.44,0,1.61,Climate Addison - Alabama,NA,NA,NA
16 jul,90.4,68.5,3.07,32.64,0,1.61,Climate Addison - Alabama,NA,NA,NA
17 jul,90.5,68.5,3.27,32.8,0,1.61,Climate Addison - Alabama,NA,NA,NA
18 jul,90.5,68.5,3.46,32.99,0,1.61,Climate Addison - Alabama,NA,NA,NA
19 jul,90.5,68.6,3.62,33.15,0,1.61,Climate Addison - Alabama,NA,NA,NA
20 jul,90.6,68.6,3.78,33.31,0,1.61,Climate Addison - Alabama,NA,NA,NA
21 jul,90.6,68.6,3.94,33.46,0,1.61,Climate Addison - Alabama,NA,NA,NA
22 jul,90.6,68.6,4.06,33.58,0,1.61,Climate Addison - Alabama,NA,NA,NA
23 jul,90.7,68.6,4.21,33.78,0,1.61,Climate Addison - Alabama,NA,NA,NA
24 jul,90.7,68.6,4.41,33.94,0,1.61,Climate Addison - Alabama,NA,NA,NA
25 jul,90.7,68.6,4.57,34.09,0,1.61,Climate Addison - Alabama,NA,NA,NA
26 jul,90.7,68.6,4.72,34.25,0,1.61,Climate Addison - Alabama,NA,NA,NA
27 jul,90.7,68.6,4.88,34.41,0,1.61,Climate Addison - Alabama,NA,NA,NA
28 jul,90.7,68.6,5.04,34.57,0,1.61,Climate Addison - Alabama,NA,NA,NA
29 jul,90.7,68.5,5.16,34.69,0,1.61,Climate Addison - Alabama,NA,NA,NA
30 jul,90.7,68.5,5.31,34.84,0,1.61,Climate Addison - Alabama,NA,NA,NA
31 jul,90.8,68.5,5.47,35,0,1.61,Climate Addison - Alabama,NA,NA,NA
1 aug,90.8,68.5,0.16,35.16,0,1.61,Climate Addison - Alabama,NA,NA,NA
2 aug,90.8,68.5,0.28,35.28,0,1.61,Climate Addison - Alabama,NA,NA,NA
3 aug,90.8,68.5,0.43,35.43,0,1.61,Climate Addison - Alabama,NA,NA,NA
4 aug,90.7,68.4,0.55,35.55,0,1.61,Climate Addison - Alabama,NA,NA,NA
5 aug,90.7,68.4,0.71,35.71,0,1.61,Climate Addison - Alabama,NA,NA,NA
6 aug,90.7,68.4,0.83,35.83,0,1.61,Climate Addison - Alabama,NA,NA,NA
7 aug,90.7,68.4,0.98,35.98,0,1.61,Climate Addison - Alabama,NA,NA,NA
8 aug,90.7,68.3,1.1,36.1,0,1.61,Climate Addison - Alabama,NA,NA,NA
9 aug,90.7,68.3,1.22,36.22,0,1.61,Climate Addison - Alabama,NA,NA,NA
10 aug,90.7,68.3,1.34,36.34,0,1.61,Climate Addison - Alabama,NA,NA,NA
11 aug,90.6,68.2,1.46,36.46,0,1.61,Climate Addison - Alabama,NA,NA,NA
12 aug,90.6,68.2,1.54,36.54,0,1.61,Climate Addison - Alabama,NA,NA,NA
13 aug,90.6,68.1,1.65,36.65,0,1.61,Climate Addison - Alabama,NA,NA,NA
14 aug,90.5,68.1,1.73,36.73,0,1.61,Climate Addison - Alabama,NA,NA,NA
15 aug,90.5,68,1.85,36.85,0,1.61,Climate Addison - Alabama,NA,NA,NA
16 aug,90.4,68,1.93,36.93,0,1.61,Climate Addison - Alabama,NA,NA,NA
17 aug,90.4,67.9,2.05,37.05,0,1.61,Climate Addison - Alabama,NA,NA,NA
18 aug,90.3,67.8,2.13,37.13,0,1.61,Climate Addison - Alabama,NA,NA,NA
19 aug,90.2,67.7,2.24,37.24,0,1.61,Climate Addison - Alabama,NA,NA,NA
20 aug,90.2,67.6,2.32,37.32,0,1.61,Climate Addison - Alabama,NA,NA,NA
21 aug,90.1,67.5,2.4,37.4,0,1.61,Climate Addison - Alabama,NA,NA,NA
22 aug,90,67.4,2.52,37.52,0,1.61,Climate Addison - Alabama,NA,NA,NA
23 aug,89.9,67.3,2.64,37.64,0,1.61,Climate Addison - Alabama,NA,NA,NA
24 aug,89.8,67.2,2.72,37.72,0,1.61,Climate Addison - Alabama,NA,NA,NA
25 aug,89.7,67,2.8,37.8,0,1.61,Climate Addison - Alabama,NA,NA,NA
26 aug,89.6,66.9,2.87,37.87,0,1.61,Climate Addison - Alabama,NA,NA,NA
27 aug,89.4,66.7,2.95,37.95,0,1.61,Climate Addison - Alabama,NA,NA,NA
28 aug,89.3,66.5,3.03,38.03,0,1.61,Climate Addison - Alabama,NA,NA,NA
29 aug,89.1,66.3,3.15,38.15,0,1.61,Climate Addison - Alabama,NA,NA,NA
30 aug,89,66.1,3.23,38.23,0,1.61,Climate Addison - Alabama,NA,NA,NA
31 aug,88.8,65.9,3.31,38.31,0,1.61,Climate Addison - Alabama,NA,NA,NA
1 sep,88.6,65.7,0.08,38.39,0,1.61,Climate Addison - Alabama,NA,NA,NA
2 sep,88.4,65.4,0.2,38.5,0,1.61,Climate Addison - Alabama,NA,NA,NA
3 sep,88.2,65.2,0.28,38.58,0,1.61,Climate Addison - Alabama,NA,NA,NA
4 sep,88,64.9,0.39,38.7,0,1.61,Climate Addison - Alabama,NA,NA,NA
5 sep,87.8,64.6,0.51,38.82,0,1.61,Climate Addison - Alabama,NA,NA,NA
6 sep,87.6,64.3,0.59,38.94,0,1.61,Climate Addison - Alabama,NA,NA,NA
7 sep,87.3,64,0.71,39.02,0,1.61,Climate Addison - Alabama,NA,NA,NA
8 sep,87.1,63.6,0.83,39.13,0,1.61,Climate Addison - Alabama,NA,NA,NA
9 sep,86.8,63.3,0.94,39.25,0,1.61,Climate Addison - Alabama,NA,NA,NA
10 sep,86.5,62.9,1.06,39.37,0,1.61,Climate Addison - Alabama,NA,NA,NA
11 sep,86.3,62.6,1.18,39.49,0,1.61,Climate Addison - Alabama,NA,NA,NA
12 sep,86,62.2,1.3,39.61,0,1.61,Climate Addison - Alabama,NA,NA,NA
13 sep,85.7,61.8,1.42,39.72,0,1.61,Climate Addison - Alabama,NA,NA,NA
14 sep,85.4,61.4,1.54,39.84,0,1.61,Climate Addison - Alabama,NA,NA,NA
15 sep,85.1,61,1.65,39.96,0,1.61,Climate Addison - Alabama,NA,NA,NA
16 sep,84.8,60.6,1.77,40.08,0,1.61,Climate Addison - Alabama,NA,NA,NA
17 sep,84.4,60.2,1.89,40.2,0,1.61,Climate Addison - Alabama,NA,NA,NA
18 sep,84.1,59.7,2.01,40.31,0,1.61,Climate Addison - Alabama,NA,NA,NA
